品类,指标,日期,数值
牛,EYCI月均(c/kg cwt)($/Head),2007-08-01,589.3236287663964
牛,EYCI月均(c/kg cwt)($/Head),2007-09-01,546.8293933956145
牛,EYCI月均(c/kg cwt)($/Head),2007-10-01,509.60200308557336
牛,EYCI月均(c/kg cwt)($/Head),2007-11-01,532.3894053081236
牛,EYCI月均(c/kg cwt)($/Head),2007-12-01,563.2441032830601
牛,EYCI月均(c/kg cwt)($/Head),2008-01-01,603.6100230857445
牛,EYCI月均(c/kg cwt)($/Head),2008-02-01,629.3003656761032
牛,EYCI月均(c/kg cwt)($/Head),2008-03-01,579.055248391788
牛,EYCI月均(c/kg cwt)($/Head),2008-04-01,565.7117340952666
牛,EYCI月均(c/kg cwt)($/Head),2008-05-01,552.225463656589
牛,EYCI月均(c/kg cwt)($/Head),2008-06-01,572.7621242526081
牛,EYCI月均(c/kg cwt)($/Head),2008-07-01,616.7410916615729
牛,EYCI月均(c/kg cwt)($/Head),2008-08-01,634.033851033649
牛,EYCI月均(c/kg cwt)($/Head),2008-09-01,657.8016712070726
牛,EYCI月均(c/kg cwt)($/Head),2008-10-01,639.1075704017284
牛,EYCI月均(c/kg cwt)($/Head),2008-11-01,608.9472193127848
牛,EYCI月均(c/kg cwt)($/Head),2008-12-01,610.0989613904758
牛,EYCI月均(c/kg cwt)($/Head),2009-01-01,588.6399260530218
牛,EYCI月均(c/kg cwt)($/Head),2009-02-01,541.0757535426934
牛,EYCI月均(c/kg cwt)($/Head),2009-03-01,556.4800381836682
牛,EYCI月均(c/kg cwt)($/Head),2009-04-01,550.1401970460521
牛,EYCI月均(c/kg cwt)($/Head),2009-05-01,531.3311934573939
牛,EYCI月均(c/kg cwt)($/Head),2009-06-01,559.2605777077886
牛,EYCI月均(c/kg cwt)($/Head),2009-07-01,587.8064137381333
牛,EYCI月均(c/kg cwt)($/Head),2009-08-01,577.7846054707344
牛,EYCI月均(c/kg cwt)($/Head),2009-09-01,578.8246235716638
牛,EYCI月均(c/kg cwt)($/Head),2009-10-01,567.2332147681038
牛,EYCI月均(c/kg cwt)($/Head),2009-11-01,555.0222595835139
牛,EYCI月均(c/kg cwt)($/Head),2009-12-01,524.2021606722963
牛,EYCI月均(c/kg cwt)($/Head),2010-01-01,574.7053567648888
牛,EYCI月均(c/kg cwt)($/Head),2010-02-01,600.867068326639
牛,EYCI月均(c/kg cwt)($/Head),2010-03-01,626.0872097155398
牛,EYCI月均(c/kg cwt)($/Head),2010-04-01,606.4677059248497
牛,EYCI月均(c/kg cwt)($/Head),2010-05-01,604.5221163532294
牛,EYCI月均(c/kg cwt)($/Head),2010-06-01,604.4350950382067
牛,EYCI月均(c/kg cwt)($/Head),2010-07-01,632.1906961183187
牛,EYCI月均(c/kg cwt)($/Head),2010-08-01,655.0271239115192
牛,EYCI月均(c/kg cwt)($/Head),2010-09-01,664.2577822969
牛,EYCI月均(c/kg cwt)($/Head),2010-10-01,661.9758818357705
牛,EYCI月均(c/kg cwt)($/Head),2010-11-01,673.3789313402984
牛,EYCI月均(c/kg cwt)($/Head),2010-12-01,735.090897553654
牛,EYCI月均(c/kg cwt)($/Head),2011-01-01,745.5207331907892
牛,EYCI月均(c/kg cwt)($/Head),2011-02-01,740.0915733656789
牛,EYCI月均(c/kg cwt)($/Head),2011-03-01,767.9805167624277
牛,EYCI月均(c/kg cwt)($/Head),2011-04-01,726.2375981247591
牛,EYCI月均(c/kg cwt)($/Head),2011-05-01,683.539801913545
牛,EYCI月均(c/kg cwt)($/Head),2011-06-01,657.4973936927342
牛,EYCI月均(c/kg cwt)($/Head),2011-07-01,643.2090213209286
牛,EYCI月均(c/kg cwt)($/Head),2011-08-01,667.5010817505282
牛,EYCI月均(c/kg cwt)($/Head),2011-09-01,708.2238301203305
牛,EYCI月均(c/kg cwt)($/Head),2011-10-01,724.6547047957702
牛,EYCI月均(c/kg cwt)($/Head),2011-11-01,725.5856454400472
牛,EYCI月均(c/kg cwt)($/Head),2011-12-01,753.3912208518447
牛,EYCI月均(c/kg cwt)($/Head),2012-01-01,722.2815969745569
牛,EYCI月均(c/kg cwt)($/Head),2012-02-01,715.1727075093002
牛,EYCI月均(c/kg cwt)($/Head),2012-03-01,705.1771070054787
牛,EYCI月均(c/kg cwt)($/Head),2012-04-01,671.7447712867977
牛,EYCI月均(c/kg cwt)($/Head),2012-05-01,647.2735175598191
牛,EYCI月均(c/kg cwt)($/Head),2012-06-01,646.3952861461678
牛,EYCI月均(c/kg cwt)($/Head),2012-07-01,675.9064342877735
牛,EYCI月均(c/kg cwt)($/Head),2012-08-01,687.9985382121132
牛,EYCI月均(c/kg cwt)($/Head),2012-09-01,661.4496144233641
牛,EYCI月均(c/kg cwt)($/Head),2012-10-01,647.0675413528581
牛,EYCI月均(c/kg cwt)($/Head),2012-11-01,622.9838877758784
牛,EYCI月均(c/kg cwt)($/Head),2012-12-01,574.452362160133
牛,EYCI月均(c/kg cwt)($/Head),2013-01-01,569.6237718683755
牛,EYCI月均(c/kg cwt)($/Head),2013-02-01,604.5951207491872
牛,EYCI月均(c/kg cwt)($/Head),2013-03-01,609.6698950677521
牛,EYCI月均(c/kg cwt)($/Head),2013-04-01,565.623530367166
牛,EYCI月均(c/kg cwt)($/Head),2013-05-01,515.6474870739435
牛,EYCI月均(c/kg cwt)($/Head),2013-06-01,547.7232395810599
牛,EYCI月均(c/kg cwt)($/Head),2013-07-01,587.9629187250854
牛,EYCI月均(c/kg cwt)($/Head),2013-08-01,591.1562166532781
牛,EYCI月均(c/kg cwt)($/Head),2013-09-01,591.5376375543096
牛,EYCI月均(c/kg cwt)($/Head),2013-10-01,575.4800303748009
牛,EYCI月均(c/kg cwt)($/Head),2013-11-01,599.0332952798209
牛,EYCI月均(c/kg cwt)($/Head),2013-12-01,605.1912556399883
牛,EYCI月均(c/kg cwt)($/Head),2014-01-01,539.5622444904495
牛,EYCI月均(c/kg cwt)($/Head),2014-02-01,538.4668169257207
牛,EYCI月均(c/kg cwt)($/Head),2014-03-01,576.7458468053777
牛,EYCI月均(c/kg cwt)($/Head),2014-04-01,647.0913446374059
牛,EYCI月均(c/kg cwt)($/Head),2014-05-01,621.2348860128762
牛,EYCI月均(c/kg cwt)($/Head),2014-06-01,609.7830595657924
牛,EYCI月均(c/kg cwt)($/Head),2014-07-01,634.0292131074477
牛,EYCI月均(c/kg cwt)($/Head),2014-08-01,664.2129538914216
牛,EYCI月均(c/kg cwt)($/Head),2014-09-01,697.4891902375479
牛,EYCI月均(c/kg cwt)($/Head),2014-10-01,680.189177368295
牛,EYCI月均(c/kg cwt)($/Head),2014-11-01,640.077472772177
牛,EYCI月均(c/kg cwt)($/Head),2014-12-01,703.6408702520743
牛,EYCI月均(c/kg cwt)($/Head),2015-01-01,821.603088152883
牛,EYCI月均(c/kg cwt)($/Head),2015-02-01,863.4550815820455
牛,EYCI月均(c/kg cwt)($/Head),2015-03-01,796.0775624473005
牛,EYCI月均(c/kg cwt)($/Head),2015-04-01,819.1248576478711
牛,EYCI月均(c/kg cwt)($/Head),2015-05-01,883.3873260214143
牛,EYCI月均(c/kg cwt)($/Head),2015-06-01,889.5317673671076
牛,EYCI月均(c/kg cwt)($/Head),2015-07-01,1005.9262140531536
牛,EYCI月均(c/kg cwt)($/Head),2015-08-01,1067.5962602420934
牛,EYCI月均(c/kg cwt)($/Head),2015-09-01,1121.0728795838822
牛,EYCI月均(c/kg cwt)($/Head),2015-10-01,1037.8793773793243
牛,EYCI月均(c/kg cwt)($/Head),2015-11-01,1114.730001831169
牛,EYCI月均(c/kg cwt)($/Head),2015-12-01,1100.7264378792208
牛,EYCI月均(c/kg cwt)($/Head),2016-01-01,1086.981322861017
牛,EYCI月均(c/kg cwt)($/Head),2016-02-01,1101.897889747053
牛,EYCI月均(c/kg cwt)($/Head),2016-03-01,1076.8846059389482
牛,EYCI月均(c/kg cwt)($/Head),2016-04-01,992.7448966846704
牛,EYCI月均(c/kg cwt)($/Head),2016-05-01,1004.5855447718204
牛,EYCI月均(c/kg cwt)($/Head),2016-06-01,1093.210297948268
牛,EYCI月均(c/kg cwt)($/Head),2016-07-01,1169.1483649616498
牛,EYCI月均(c/kg cwt)($/Head),2016-08-01,1278.148363041972
牛,EYCI月均(c/kg cwt)($/Head),2016-09-01,1305.876739101333
牛,EYCI月均(c/kg cwt)($/Head),2016-10-01,1286.1933428985255
牛,EYCI月均(c/kg cwt)($/Head),2016-11-01,1214.426020600127
牛,EYCI月均(c/kg cwt)($/Head),2016-12-01,1187.2105542039562
牛,EYCI月均(c/kg cwt)($/Head),2017-01-01,1168.4495232057882
牛,EYCI月均(c/kg cwt)($/Head),2017-02-01,1158.2743137453142
牛,EYCI月均(c/kg cwt)($/Head),2017-03-01,1102.7626650190828
牛,EYCI月均(c/kg cwt)($/Head),2017-04-01,1152.1727566517034
牛,EYCI月均(c/kg cwt)($/Head),2017-05-01,1128.088345192038
牛,EYCI月均(c/kg cwt)($/Head),2017-06-01,1082.795280915468
牛,EYCI月均(c/kg cwt)($/Head),2017-07-01,1027.6057407933056
牛,EYCI月均(c/kg cwt)($/Head),2017-08-01,976.711016799136
牛,EYCI月均(c/kg cwt)($/Head),2017-09-01,942.869598652239
牛,EYCI月均(c/kg cwt)($/Head),2017-10-01,1023.1221283890044
牛,EYCI月均(c/kg cwt)($/Head),2017-11-01,1092.1367315560904
牛,EYCI月均(c/kg cwt)($/Head),2017-12-01,1051.1057606673012
牛,EYCI月均(c/kg cwt)($/Head),2018-01-01,984.6330284825084
牛,EYCI月均(c/kg cwt)($/Head),2018-02-01,938.5519108312996
牛,EYCI月均(c/kg cwt)($/Head),2018-03-01,1000.8937875934944
牛,EYCI月均(c/kg cwt)($/Head),2018-04-01,884.6072839149266
牛,EYCI月均(c/kg cwt)($/Head),2018-05-01,825.0615560665211
牛,EYCI月均(c/kg cwt)($/Head),2018-06-01,815.165121244365
牛,EYCI月均(c/kg cwt)($/Head),2018-07-01,868.839750721026
牛,EYCI月均(c/kg cwt)($/Head),2018-08-01,779.713949156025
牛,EYCI月均(c/kg cwt)($/Head),2018-09-01,872.7399390350263
牛,EYCI月均(c/kg cwt)($/Head),2018-10-01,882.7098024352672
牛,EYCI月均(c/kg cwt)($/Head),2018-11-01,923.8826006962254
牛,EYCI月均(c/kg cwt)($/Head),2018-12-01,912.0218217470056
牛,EYCI月均(c/kg cwt)($/Head),2019-01-01,884.4343039337422
牛,EYCI月均(c/kg cwt)($/Head),2019-02-01,792.8426706421396
牛,EYCI月均(c/kg cwt)($/Head),2019-03-01,735.1890788641391
牛,EYCI月均(c/kg cwt)($/Head),2019-04-01,810.2071350765742
牛,EYCI月均(c/kg cwt)($/Head),2019-05-01,806.4142498886578
牛,EYCI月均(c/kg cwt)($/Head),2019-06-01,819.6550645292689
牛,EYCI月均(c/kg cwt)($/Head),2019-07-01,886.9393911007745
牛,EYCI月均(c/kg cwt)($/Head),2019-08-01,903.3315596280438
牛,EYCI月均(c/kg cwt)($/Head),2019-09-01,855.1125349857267
牛,EYCI月均(c/kg cwt)($/Head),2019-10-01,888.0755650760043
牛,EYCI月均(c/kg cwt)($/Head),2019-11-01,930.5030642565604
牛,EYCI月均(c/kg cwt)($/Head),2019-12-01,881.0983617497044
牛,EYCI月均(c/kg cwt)($/Head),2020-01-01,953.4029819298096
牛,EYCI月均(c/kg cwt)($/Head),2020-02-01,1218.6490673385874
牛,EYCI月均(c/kg cwt)($/Head),2020-03-01,1306.5257867806422
牛,EYCI月均(c/kg cwt)($/Head),2020-04-01,1196.5896909427588
牛,EYCI月均(c/kg cwt)($/Head),2020-05-01,1246.1234239454084
牛,EYCI月均(c/kg cwt)($/Head),2020-06-01,1290.6655162824036
牛,EYCI月均(c/kg cwt)($/Head),2020-07-01,1325.0112197153578
牛,EYCI月均(c/kg cwt)($/Head),2020-08-01,1346.264681581131
牛,EYCI月均(c/kg cwt)($/Head),2020-09-01,1378.33807601098
牛,EYCI月均(c/kg cwt)($/Head),2020-10-01,1460.9426927420911
牛,EYCI月均(c/kg cwt)($/Head),2020-11-01,1530.1892879760887
牛,EYCI月均(c/kg cwt)($/Head),2020-12-01,1457.541844538365
牛,EYCI月均(c/kg cwt)($/Head),2021-01-01,1604.915164903657
牛,EYCI月均(c/kg cwt)($/Head),2021-02-01,1628.392594389935
牛,EYCI月均(c/kg cwt)($/Head),2021-03-01,1620.5919275582296
牛,EYCI月均(c/kg cwt)($/Head),2021-04-01,1647.3265310973184
牛,EYCI月均(c/kg cwt)($/Head),2021-05-01,1634.4884710251588
牛,EYCI月均(c/kg cwt)($/Head),2021-06-01,1661.227959252749
牛,EYCI月均(c/kg cwt)($/Head),2021-07-01,1747.3787637844032
牛,EYCI月均(c/kg cwt)($/Head),2021-08-01,1832.1556219073464
牛,EYCI月均(c/kg cwt)($/Head),2021-09-01,1859.7680389031336
牛,EYCI月均(c/kg cwt)($/Head),2021-10-01,1981.079374091985
牛,EYCI月均(c/kg cwt)($/Head),2021-11-01,2061.07600417646
牛,EYCI月均(c/kg cwt)($/Head),2021-12-01,2165.0784641251303
牛,EYCI月均(c/kg cwt)($/Head),2022-01-01,2083.7169141484283
牛,EYCI月均(c/kg cwt)($/Head),2022-02-01,2126.2105771523684
牛,EYCI月均(c/kg cwt)($/Head),2022-03-01,2123.408618445978
牛,EYCI月均(c/kg cwt)($/Head),2022-04-01,2007.3029501777205
牛,EYCI月均(c/kg cwt)($/Head),2022-05-01,2040.6091133001223
牛,EYCI月均(c/kg cwt)($/Head),2022-06-01,1913.712898909536
牛,EYCI月均(c/kg cwt)($/Head),2022-07-01,1729.6185310429894
牛,EYCI月均(c/kg cwt)($/Head),2022-08-01,1722.2560055356246
牛,EYCI月均(c/kg cwt)($/Head),2022-09-01,1912.8123745059831
牛,EYCI月均(c/kg cwt)($/Head),2022-10-01,1953.2309529716565
牛,EYCI月均(c/kg cwt)($/Head),2022-11-01,1836.6616074953145
牛,EYCI月均(c/kg cwt)($/Head),2022-12-01,1675.579102248789
牛,EYCI月均(c/kg cwt)($/Head),2023-01-01,1577.8450360272311
牛,EYCI月均(c/kg cwt)($/Head),2023-02-01,1440.540919312474
牛,EYCI月均(c/kg cwt)($/Head),2023-03-01,1271.5964783813845
牛,EYCI月均(c/kg cwt)($/Head),2023-04-01,1244.4018414427503
牛,EYCI月均(c/kg cwt)($/Head),2023-05-01,1126.329184847539
牛,EYCI月均(c/kg cwt)($/Head),2023-06-01,1014.0930390411062
牛,EYCI月均(c/kg cwt)($/Head),2023-07-01,1003.2963014426996
牛,EYCI月均(c/kg cwt)($/Head),2023-08-01,987.564554475052
牛,EYCI月均(c/kg cwt)($/Head),2023-09-01,773.8282501583215
牛,EYCI月均(c/kg cwt)($/Head),2023-10-01,659.910835348244
牛,EYCI月均(c/kg cwt)($/Head),2023-11-01,846.3373171129729
牛,EYCI月均(c/kg cwt)($/Head),2023-12-01,1005.8620617626202
牛,EYCI月均(c/kg cwt)($/Head),2024-01-01,1178.55097871467
牛,EYCI月均(c/kg cwt)($/Head),2024-02-01,1247.1124256161736
牛,EYCI月均(c/kg cwt)($/Head),2024-03-01,1132.5618475405136
牛,EYCI月均(c/kg cwt)($/Head),2024-04-01,1108.4538124863525
牛,EYCI月均(c/kg cwt)($/Head),2024-05-01,1108.5838145761743
牛,EYCI月均(c/kg cwt)($/Head),2024-06-01,1086.2718730653012
牛,EYCI月均(c/kg cwt)($/Head),2024-07-01,1162.9892637099506
牛,EYCI月均(c/kg cwt)($/Head),2024-08-01,1257.7505374997515
牛,EYCI月均(c/kg cwt)($/Head),2024-09-01,1253.9009087966676
牛,EYCI月均(c/kg cwt)($/Head),2024-10-01,1201.114689515768
牛,EYCI月均(c/kg cwt)($/Head),2024-11-01,1215.433138636046
牛,EYCI月均(c/kg cwt)($/Head),2024-12-01,1272.5288404755297
牛,EYCI月均(c/kg cwt)($/Head),2025-01-01,1335.7373759046784
牛,EYCI月均(c/kg cwt)($/Head),2025-02-01,1249.5433630561213
牛,EYCI月均(c/kg cwt)($/Head),2025-03-01,1269.074024324257
牛,EYCI月均(c/kg cwt)($/Head),2025-04-01,1333.7963141497269
牛,EYCI月均(c/kg cwt)($/Head),2025-05-01,1266.4527734164365
牛,EYCI月均(c/kg cwt)($/Head),2025-06-01,1288.1718655815553
牛,EYCI月均(c/kg cwt)($/Head),2025-07-01,1393.3076584494736
牛,EYCI月均(c/kg cwt)($/Head),2025-08-01,1611.5914640988597
牛,EYCI月均(c/kg cwt)($/Head),2025-09-01,1716.5971410430855
牛,EYCI月均(c/kg cwt)($/Head),2025-10-01,1624.0475904138418
牛,EYCI月均(c/kg cwt)($/Head),2025-11-01,1726.6724487991364
牛,EYCI月均(c/kg cwt)($/Head),2025-12-01,1644.5230108672001
牛,EYCI月均(c/kg cwt)($/Head),2026-01-01,1614.0758853425457
牛,EYCI月均(c/kg cwt)($/Head),2026-02-01,1616.7299504108803
牛,EYCI月均(c/kg cwt)($/Head),2026-03-01,1617.2937549541389
牛,EYCI月均(c/kg cwt)($/Head),2026-04-01,1435.9402129480875
牛,EYCI月均(c/kg cwt)($/Head),2026-05-01,1541.5491054330828
牛,EYCI月均(c/kg cwt)($/Head),2026-06-01,1739.572134262927
牛,EYCI月均(c/kg cwt)($/Head),2026-07-01,1792.7801283640867
牛,EYCI月成交头数,2000-01-01,57228.0
牛,EYCI月成交头数,2000-02-01,73895.0
牛,EYCI月成交头数,2000-03-01,78197.0
牛,EYCI月成交头数,2000-04-01,60802.0
牛,EYCI月成交头数,2000-05-01,99621.0
牛,EYCI月成交头数,2000-06-01,75611.0
牛,EYCI月成交头数,2000-07-01,75588.0
牛,EYCI月成交头数,2000-08-01,73594.0
牛,EYCI月成交头数,2000-09-01,76599.0
牛,EYCI月成交头数,2000-10-01,72020.0
牛,EYCI月成交头数,2000-11-01,64771.0
牛,EYCI月成交头数,2000-12-01,52028.0
牛,EYCI月成交头数,2001-01-01,61558.0
牛,EYCI月成交头数,2001-02-01,65528.0
牛,EYCI月成交头数,2001-03-01,84409.0
牛,EYCI月成交头数,2001-04-01,65501.0
牛,EYCI月成交头数,2001-05-01,106944.0
牛,EYCI月成交头数,2001-06-01,68263.0
牛,EYCI月成交头数,2001-07-01,78114.0
牛,EYCI月成交头数,2001-08-01,72052.0
牛,EYCI月成交头数,2001-09-01,63686.0
牛,EYCI月成交头数,2001-10-01,70140.0
牛,EYCI月成交头数,2001-11-01,70191.0
牛,EYCI月成交头数,2001-12-01,42662.0
牛,EYCI月成交头数,2002-01-01,66255.0
牛,EYCI月成交头数,2002-02-01,64474.0
牛,EYCI月成交头数,2002-03-01,77302.0
牛,EYCI月成交头数,2002-04-01,70085.0
牛,EYCI月成交头数,2002-05-01,80898.0
牛,EYCI月成交头数,2002-06-01,66374.0
牛,EYCI月成交头数,2002-07-01,70488.0
牛,EYCI月成交头数,2002-08-01,85530.0
牛,EYCI月成交头数,2002-09-01,63151.0
牛,EYCI月成交头数,2002-10-01,79470.0
牛,EYCI月成交头数,2002-11-01,67624.0
牛,EYCI月成交头数,2002-12-01,56638.0
牛,EYCI月成交头数,2003-01-01,58654.0
牛,EYCI月成交头数,2003-02-01,67702.0
牛,EYCI月成交头数,2003-03-01,71503.0
牛,EYCI月成交头数,2003-04-01,54104.0
牛,EYCI月成交头数,2003-05-01,73092.0
牛,EYCI月成交头数,2003-06-01,81542.0
牛,EYCI月成交头数,2003-07-01,94344.0
牛,EYCI月成交头数,2003-08-01,91286.0
牛,EYCI月成交头数,2003-09-01,103855.0
牛,EYCI月成交头数,2003-10-01,116453.0
牛,EYCI月成交头数,2003-11-01,114007.0
牛,EYCI月成交头数,2003-12-01,79700.0
牛,EYCI月成交头数,2004-01-01,91187.0
牛,EYCI月成交头数,2004-02-01,96527.0
牛,EYCI月成交头数,2004-03-01,105259.0
牛,EYCI月成交头数,2004-04-01,99589.0
牛,EYCI月成交头数,2004-05-01,106602.0
牛,EYCI月成交头数,2004-06-01,113776.0
牛,EYCI月成交头数,2004-07-01,100251.0
牛,EYCI月成交头数,2004-08-01,89466.0
牛,EYCI月成交头数,2004-09-01,94533.0
牛,EYCI月成交头数,2004-10-01,88681.0
牛,EYCI月成交头数,2004-11-01,118133.0
牛,EYCI月成交头数,2004-12-01,86149.0
牛,EYCI月成交头数,2005-01-01,108150.0
牛,EYCI月成交头数,2005-02-01,99618.0
牛,EYCI月成交头数,2005-03-01,107825.0
牛,EYCI月成交头数,2005-04-01,109865.0
牛,EYCI月成交头数,2005-05-01,116473.0
牛,EYCI月成交头数,2005-06-01,92159.0
牛,EYCI月成交头数,2005-07-01,95282.0
牛,EYCI月成交头数,2005-08-01,112422.0
牛,EYCI月成交头数,2005-09-01,80836.0
牛,EYCI月成交头数,2005-10-01,93816.0
牛,EYCI月成交头数,2005-11-01,100843.0
牛,EYCI月成交头数,2005-12-01,87105.0
牛,EYCI月成交头数,2006-01-01,90063.0
牛,EYCI月成交头数,2006-02-01,115650.0
牛,EYCI月成交头数,2006-03-01,130531.0
牛,EYCI月成交头数,2006-04-01,85519.0
牛,EYCI月成交头数,2006-05-01,133597.0
牛,EYCI月成交头数,2006-06-01,101895.0
牛,EYCI月成交头数,2006-07-01,100960.0
牛,EYCI月成交头数,2006-08-01,113527.0
牛,EYCI月成交头数,2006-09-01,99745.0
牛,EYCI月成交头数,2006-10-01,121467.0
牛,EYCI月成交头数,2006-11-01,158699.0
牛,EYCI月成交头数,2006-12-01,98050.0
牛,EYCI月成交头数,2007-01-01,103478.0
牛,EYCI月成交头数,2007-02-01,124275.0
牛,EYCI月成交头数,2007-03-01,117091.0
牛,EYCI月成交头数,2007-04-01,98965.0
牛,EYCI月成交头数,2007-05-01,108937.0
牛,EYCI月成交头数,2007-06-01,101180.0
牛,EYCI月成交头数,2007-07-01,97787.0
牛,EYCI月成交头数,2007-08-01,97464.0
牛,EYCI月成交头数,2007-09-01,110883.0
牛,EYCI月成交头数,2007-10-01,116373.0
牛,EYCI月成交头数,2007-11-01,150848.0
牛,EYCI月成交头数,2007-12-01,96221.0
牛,EYCI月成交头数,2008-01-01,104772.0
牛,EYCI月成交头数,2008-02-01,148460.0
牛,EYCI月成交头数,2008-03-01,105496.0
牛,EYCI月成交头数,2008-04-01,129174.0
牛,EYCI月成交头数,2008-05-01,148555.0
牛,EYCI月成交头数,2008-06-01,106254.0
牛,EYCI月成交头数,2008-07-01,118168.0
牛,EYCI月成交头数,2008-08-01,95470.0
牛,EYCI月成交头数,2008-09-01,122885.0
牛,EYCI月成交头数,2008-10-01,131689.0
牛,EYCI月成交头数,2008-11-01,122163.0
牛,EYCI月成交头数,2008-12-01,85132.0
牛,EYCI月成交头数,2009-01-01,102842.0
牛,EYCI月成交头数,2009-02-01,115904.0
牛,EYCI月成交头数,2009-03-01,170674.0
牛,EYCI月成交头数,2009-04-01,138576.0
牛,EYCI月成交头数,2009-05-01,145545.0
牛,EYCI月成交头数,2009-06-01,115104.0
牛,EYCI月成交头数,2009-07-01,139438.0
牛,EYCI月成交头数,2009-08-01,137255.0
牛,EYCI月成交头数,2009-09-01,128498.0
牛,EYCI月成交头数,2009-10-01,130588.0
牛,EYCI月成交头数,2009-11-01,133216.0
牛,EYCI月成交头数,2009-12-01,96720.0
牛,EYCI月成交头数,2010-01-01,76115.0
牛,EYCI月成交头数,2010-02-01,162032.0
牛,EYCI月成交头数,2010-03-01,188063.0
牛,EYCI月成交头数,2010-04-01,176278.0
牛,EYCI月成交头数,2010-05-01,198024.0
牛,EYCI月成交头数,2010-06-01,160982.0
牛,EYCI月成交头数,2010-07-01,159022.0
牛,EYCI月成交头数,2010-08-01,150090.0
牛,EYCI月成交头数,2010-09-01,157934.0
牛,EYCI月成交头数,2010-10-01,147621.0
牛,EYCI月成交头数,2010-11-01,166264.0
牛,EYCI月成交头数,2010-12-01,118369.0
牛,EYCI月成交头数,2011-01-01,121424.0
牛,EYCI月成交头数,2011-02-01,201525.0
牛,EYCI月成交头数,2011-03-01,225354.0
牛,EYCI月成交头数,2011-04-01,132263.0
牛,EYCI月成交头数,2011-05-01,170524.0
牛,EYCI月成交头数,2011-06-01,147600.0
牛,EYCI月成交头数,2011-07-01,153753.0
牛,EYCI月成交头数,2011-08-01,141969.0
牛,EYCI月成交头数,2011-09-01,171039.0
牛,EYCI月成交头数,2011-10-01,154523.0
牛,EYCI月成交头数,2011-11-01,178082.0
牛,EYCI月成交头数,2011-12-01,118239.0
牛,EYCI月成交头数,2012-01-01,147007.0
牛,EYCI月成交头数,2012-02-01,137757.0
牛,EYCI月成交头数,2012-03-01,179993.0
牛,EYCI月成交头数,2012-04-01,165932.0
牛,EYCI月成交头数,2012-05-01,197635.0
牛,EYCI月成交头数,2012-06-01,139859.0
牛,EYCI月成交头数,2012-07-01,171495.0
牛,EYCI月成交头数,2012-08-01,147030.0
牛,EYCI月成交头数,2012-09-01,131542.0
牛,EYCI月成交头数,2012-10-01,152017.0
牛,EYCI月成交头数,2012-11-01,141165.0
牛,EYCI月成交头数,2012-12-01,84512.0
牛,EYCI月成交头数,2013-01-01,98600.0
牛,EYCI月成交头数,2013-02-01,134963.0
牛,EYCI月成交头数,2013-03-01,135678.0
牛,EYCI月成交头数,2013-04-01,138714.0
牛,EYCI月成交头数,2013-05-01,177259.0
牛,EYCI月成交头数,2013-06-01,161479.0
牛,EYCI月成交头数,2013-07-01,140385.0
牛,EYCI月成交头数,2013-08-01,139245.0
牛,EYCI月成交头数,2013-09-01,119032.0
牛,EYCI月成交头数,2013-10-01,176223.0
牛,EYCI月成交头数,2013-11-01,164908.0
牛,EYCI月成交头数,2013-12-01,137578.0
牛,EYCI月成交头数,2014-01-01,137756.0
牛,EYCI月成交头数,2014-02-01,142798.0
牛,EYCI月成交头数,2014-03-01,173631.0
牛,EYCI月成交头数,2014-04-01,168955.0
牛,EYCI月成交头数,2014-05-01,180995.0
牛,EYCI月成交头数,2014-06-01,187496.0
牛,EYCI月成交头数,2014-07-01,174197.0
牛,EYCI月成交头数,2014-08-01,162315.0
牛,EYCI月成交头数,2014-09-01,193900.0
牛,EYCI月成交头数,2014-10-01,224956.0
牛,EYCI月成交头数,2014-11-01,171803.0
牛,EYCI月成交头数,2014-12-01,144518.0
牛,EYCI月成交头数,2015-01-01,170833.0
